State,FIPSCodes,County,number,percent
West Virginia,54101,Webster County,2327,33.5
West Virginia,54103,Wetzel County,3837,30.6
West Virginia,54105,Wirt County,1410,31.3
West Virginia,54107,Wood County,19205,29
West Virginia,54109,Wyoming County,5967,33.9
Wisconsin,55001,Adams County,4119,24.2
Wisconsin,55003,Ashland County,2576,21.6
Wisconsin,55005,Barron County,8614,24.8
Wisconsin,55007,Bayfield County,2413,20
Wisconsin,55009,Brown County,37223,20
Wisconsin,55011,Buffalo County,2595,25.4
Wisconsin,55013,Burnett County,2904,23.8
Wisconsin,55015,Calumet County,7851,22
Wisconsin,55017,Chippewa County,10140,21.4
Wisconsin,55019,Clark County,5628,23.9
Wisconsin,55021,Columbia County,9458,22.2
Wisconsin,55023,Crawford County,2687,21.4
Wisconsin,55025,Dane County,59591,15.5
Wisconsin,55027,Dodge County,15204,22.4
Wisconsin,55029,Door County,4859,21.5
Wisconsin,55031,Douglas County,7705,23
Wisconsin,55033,Dunn County,7220,22.1
Wisconsin,55035,Eau Claire County,13106,17.2
Wisconsin,55037,Florence County,905,24.3
Wisconsin,55039,Fond du Lac County,17052,22.2
Wisconsin,55041,Forest County,1725,24.8
Wisconsin,55043,Grant County,8088,21.4
Wisconsin,55045,Green County,5846,21.2
Wisconsin,55047,Green Lake County,3360,23.6
Wisconsin,55049,Iowa County,3667,20.8
Wisconsin,55051,Iron County,1062,21.9
Wisconsin,55053,Jackson County,3634,23.4
Wisconsin,55055,Jefferson County,9852,15.8
Wisconsin,55057,Juneau County,6051,29.4
Wisconsin,55059,Kenosha County,24817,20.4
Wisconsin,55061,Kewaunee County,4149,26.9
Wisconsin,55063,La Crosse County,17467,19.9
Wisconsin,55065,Lafayette County,2562,20.9
Wisconsin,55067,Langlade County,3363,22.1
Wisconsin,55069,Lincoln County,5365,24.4
Wisconsin,55071,Manitowoc County,12095,19.6
Wisconsin,55073,Marathon County,21999,22
Wisconsin,55075,Marinette County,7492,23.1
Wisconsin,55077,Marquette County,2578,21.7
Wisconsin,55078,Menominee County,824,29.4
Wisconsin,55079,Milwaukee County,152502,22
Wisconsin,55081,Monroe County,7939,24.3
Wisconsin,55083,Oconto County,7136,24.8
Wisconsin,55085,Oneida County,6252,21.8
Wisconsin,55087,Outagamie County,24674,18.7
Wisconsin,55089,Ozaukee County,12308,18.9
Wisconsin,55091,Pepin County,1418,25.5
Wisconsin,55093,Pierce County,6445,21.6
Wisconsin,55095,Polk County,6546,19.9
Wisconsin,55097,Portage County,11148,21
Wisconsin,55099,Price County,2037,18.5
Wisconsin,55101,Racine County,30722,21.4
Wisconsin,55103,Richland County,2487,18.6
Wisconsin,55105,Rock County,25867,21.9
Wisconsin,55107,Rusk County,3032,27.6
Wisconsin,55109,St. Croix County,12463,20.3
Wisconsin,55111,Sauk County,11277,24
Wisconsin,55113,Sawyer County,3277,25.5
Wisconsin,55115,Shawano County,7108,22.5
Wisconsin,55117,Sheboygan County,17208,20.1
Wisconsin,55119,Taylor County,3457,22.7
Wisconsin,55121,Trempealeau County,4309,19.8
Wisconsin,55123,Vernon County,5766,26.5
Wisconsin,55125,Vilas County,3793,21.9
Wisconsin,55127,Walworth County,17769,23.2
Wisconsin,55129,Washburn County,2947,24
Wisconsin,55131,Washington County,17349,17.5
Wisconsin,55133,Waukesha County,46907,15.9
Wisconsin,55135,Waupaca County,9431,23.7
Wisconsin,55137,Waushara County,4894,25.4
Wisconsin,55139,Winnebago County,24629,19.2
Wisconsin,55141,Wood County,12561,22.4
Wyoming,56001,Albany County,4414,15.1
Wyoming,56003,Big Horn County,2153,24.9
Wyoming,56005,Campbell County,8154,24.2
Wyoming,56007,Carbon County,3105,26.4
Wyoming,56009,Converse County,2824,27.1
Wyoming,56011,Crook County,1325,25
Wyoming,56013,Fremont County,7478,25.2
Wyoming,56015,Goshen County,2859,27.4
Wyoming,56017,Hot Springs County,978,26
Wyoming,56019,Johnson County,1353,20.8
Wyoming,56021,Laramie County,16319,23
Wyoming,56023,Lincoln County,2644,20.4
Wyoming,56025,Natrona County,13701,22.9
Wyoming,56027,Niobrara County,560,27.3
Wyoming,56029,Park County,4805,21.6
Wyoming,56031,Platte County,1700,25.2
Wyoming,56033,Sheridan County,4615,20.3
Wyoming,56035,Sublette County,1232,16.5
Wyoming,56037,Sweetwater County,8249,26
Wyoming,56039,Teton County,1913,10.8
Wyoming,56041,Uinta County,3068,21.5
Wyoming,56043,Washakie County,1512,24.4
Wyoming,56045,Weston County,1230,22.6
