STNAM,FIPST,LEAID,leanm11,ALL_RLA00numvalid_1112,ALL_RLA00pctprof_1112
TEXAS,48,4801403,HARMONY SCIENCE ACADEMY - LAREDO,487,91
TEXAS,48,4801404,MEADOWLAND CHARTER,24,69.5
TEXAS,48,4801405,HARMONY OF SCIENCE - HOUSTON,746,97
TEXAS,48,4801406,UPLIFT EDUCATION - WILLIAMS PREPARATORY,754,92
TEXAS,48,4801407,CHAPEL HILL ACADEMY,111,92
TEXAS,48,4801408,KOINONIA COMMUNITY LEARNING ACADEMY,68,57
TEXAS,48,4801409,TEXAS LEADERSHIP,453,89
TEXAS,48,4801410,BOB HOPE,169,87
TEXAS,48,4801411,CITY CENTER HEALTH CAREERS,100,82
TEXAS,48,4801412,HENRY FORD ACADEMY ALAMEDA FOR ART + DESIGN,49,84.5
TEXAS,48,4801414,THE EAST AUSTIN COLLEGE PREP ACADEMY,314,83
TEXAS,48,4801415,MANARA ACADEMY,205,86
TEXAS,48,4801416,ARROW ACADEMY,265,73
TEXAS,48,4801418,WALIPP-TSU PREPARATORY ACADEMY,244,85
TEXAS,48,4801419,VICTORY PREP,250,62
TEXAS,48,4801420,LEADERSHIP PREP,75,95
TEXAS,48,4801421,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,186,87
TEXAS,48,4801422,MERIDIAN WORLD LLC,370,96
TEXAS,48,4801423,PREMIER LEARNING ACADEMY,197,77
TEXAS,48,4807350,COLLEGE STATION ISD,5348,93
TEXAS,48,4807380,ABBOTT ISD,151,92
TEXAS,48,4807410,ABERNATHY ISD,411,85
TEXAS,48,4807440,ABILENE ISD,8223,89
TEXAS,48,4807470,ACADEMY ISD,609,91
TEXAS,48,4807500,ADRIAN ISD,72,82
TEXAS,48,4807530,AGUA DULCE ISD,193,82
TEXAS,48,4807590,ALAMO HEIGHTS ISD,2534,95
TEXAS,48,4807650,ALBA-GOLDEN ISD,431,94
TEXAS,48,4807680,ALBANY ISD,247,94
TEXAS,48,4807710,ALDINE ISD,31499,86
TEXAS,48,4807780,ALEDO ISD,2513,97
TEXAS,48,4807800,ALICE ISD,2672,81
TEXAS,48,4807830,ALIEF ISD,22184,88
TEXAS,48,4807890,ALLEN ISD,10540,97
TEXAS,48,4807950,ALPINE ISD,566,87
TEXAS,48,4807980,ALTO ISD,352,89
TEXAS,48,4808090,ALVIN ISD,9257,90
TEXAS,48,4808100,ALVORD ISD,376,92
TEXAS,48,4808130,AMARILLO ISD,15971,89
TEXAS,48,4808160,AMHERST ISD,78,87
TEXAS,48,4808190,ANAHUAC ISD,662,91
TEXAS,48,4808230,ANDERSON-SHIRO CISD,389,89
TEXAS,48,4808280,ANDREWS ISD,1703,86
TEXAS,48,4808310,ANGLETON ISD,3251,91
TEXAS,48,4808340,ANNA ISD,1194,89
TEXAS,48,4808400,ANSON ISD,327,87
TEXAS,48,4808430,ANTHONY ISD,403,84
TEXAS,48,4808460,ANTON ISD,122,77
TEXAS,48,4808490,APPLE SPRINGS ISD,98,92
TEXAS,48,4808520,AQUILLA ISD,140,87
TEXAS,48,4808550,ARANSAS COUNTY,1582,85
TEXAS,48,4808580,ARANSAS PASS ISD,918,83
TEXAS,48,4808610,ARCHER CITY ISD,262,94
TEXAS,48,4808670,ARGYLE ISD,980,97
TEXAS,48,4808700,ARLINGTON ISD,32209,87
TEXAS,48,4808730,ARP ISD,456,93
TEXAS,48,4808870,ATHENS ISD,1747,87
TEXAS,48,4808880,ATLANTA ISD,908,91
TEXAS,48,4808910,AUBREY ISD,999,95
TEXAS,48,4808940,AUSTIN ISD,41502,87
TEXAS,48,4809000,AUSTWELL-TIVOLI ISD,93,92
TEXAS,48,4809030,AVALON ISD,149,95
TEXAS,48,4809060,AVERY ISD,203,97
TEXAS,48,4809090,AVINGER ISD,60,84.5
TEXAS,48,4809150,AXTELL ISD,386,89
TEXAS,48,4809200,AZLE ISD,3096,91
TEXAS,48,4809280,BAIRD ISD,154,82
TEXAS,48,4809300,BALLINGER ISD,477,89
TEXAS,48,4809330,BALMORHEA ISD,87,92
TEXAS,48,4809360,BANDERA ISD,1238,91
TEXAS,48,4809390,BANGS ISD,556,94
TEXAS,48,4809410,BANQUETE ISD,427,91
TEXAS,48,4809450,BARBERS HILL ISD,2379,95
TEXAS,48,4809540,BARTLETT ISD,196,72
TEXAS,48,4809570,BASTROP ISD,4780,85
TEXAS,48,4809630,BAY CITY ISD,1841,82
TEXAS,48,4809670,BEAUMONT ISD,9556,87
TEXAS,48,4809690,BECKVILLE ISD,352,91
TEXAS,48,4809720,BEEVILLE ISD,1817,84
TEXAS,48,4809750,BELLEVUE ISD,96,92
TEXAS,48,4809780,BELLS ISD,418,90
TEXAS,48,4809810,BELLVILLE ISD,1119,91
TEXAS,48,4809860,BELTON ISD,4913,92
TEXAS,48,4809870,BEN BOLT-PALITO BLANCO ISD,350,83
TEXAS,48,4809980,BENJAMIN ISD,51,84.5
TEXAS,48,4810140,BIG SANDY ISD,365,84
TEXAS,48,4810170,BIG SANDY ISD,250,88
TEXAS,48,4810200,BIG SPRING ISD,2088,73
TEXAS,48,4810230,BIRDVILLE ISD,12104,91
TEXAS,48,4810260,BISHOP CISD,671,92
TEXAS,48,4810320,BLANCO ISD,468,91
TEXAS,48,4810350,BLAND ISD,322,88
TEXAS,48,4810380,BLANKET ISD,130,92
TEXAS,48,4810440,BLOOMBURG ISD,142,92
TEXAS,48,4810470,BLOOMING GROVE ISD,441,93
TEXAS,48,4810500,BLOOMINGTON ISD,417,78
TEXAS,48,4810590,BLUE RIDGE ISD,349,86
TEXAS,48,4810620,BLUFF DALE ISD,68,95
TEXAS,48,4810650,BLUM ISD,179,87
TEXAS,48,4810710,BOERNE ISD,3763,96
TEXAS,48,4810740,BOLES ISD,269,93
TEXAS,48,4810780,BOLING ISD,588,89
TEXAS,48,4810800,BONHAM ISD,951,89
TEXAS,48,4810830,BOOKER ISD,178,92
TEXAS,48,4810860,BORDEN COUNTY,119,95
TEXAS,48,4810890,BORGER ISD,1375,87
TEXAS,48,4810910,BOSQUEVILLE ISD,317,94
TEXAS,48,4810950,BOVINA ISD,232,84
TEXAS,48,4810990,BOWIE ISD,814,89
TEXAS,48,4811010,BOYD ISD,548,80
TEXAS,48,4811040,BOYS RANCH ISD,194,82
TEXAS,48,4811070,BRACKETT ISD,315,91
TEXAS,48,4811110,BRADY ISD,660,89
TEXAS,48,4811190,BRAZOSPORT ISD,6354,89
TEXAS,48,4811220,BRECKENRIDGE ISD,742,88
TEXAS,48,4811250,BREMOND ISD,220,92
TEXAS,48,4811280,BRENHAM ISD,2460,88
TEXAS,48,4811310,BRIDGE CITY ISD,1406,92
TEXAS,48,4811340,BRIDGEPORT ISD,1194,87
TEXAS,48,4811400,FORT ELLIOTT CISD,70,92
TEXAS,48,4811430,BROADDUS ISD,234,82
TEXAS,48,4811460,BROCK ISD,511,97
TEXAS,48,4811490,BRONTE ISD,147,92
TEXAS,48,4811520,BROOKELAND ISD,229,92
TEXAS,48,4811550,BROOKESMITH ISD,119,82
TEXAS,48,4811580,BROOKS COUNTY,759,76
TEXAS,48,4811610,BROWNFIELD ISD,867,77
TEXAS,48,4811640,BROWNSBORO ISD,1506,90
TEXAS,48,4811680,BROWNSVILLE ISD,23983,84
TEXAS,48,4811700,BROWNWOOD ISD,1758,89
TEXAS,48,4811730,BRUCEVILLE-EDDY ISD,445,91
TEXAS,48,4811790,BRYAN ISD,7765,84
TEXAS,48,4811820,BRYSON ISD,108,82
TEXAS,48,4811850,BUCKHOLTS ISD,92,87
TEXAS,48,4811910,BUENA VISTA ISD,54,74.5
TEXAS,48,4811990,BUFFALO ISD,439,90
TEXAS,48,4812060,BULLARD ISD,1167,95
TEXAS,48,4812090,BUNA ISD,780,86
TEXAS,48,4812120,BURKBURNETT ISD,1693,91
TEXAS,48,4812150,BURKEVILLE ISD,157,82
TEXAS,48,4812180,BURLESON ISD,5483,92
TEXAS,48,4812220,BURNET CISD,1673,85
TEXAS,48,4812240,BURTON ISD,201,90
TEXAS,48,4812330,BYERS ISD,20,80
TEXAS,48,4812360,BYNUM ISD,121,87
TEXAS,48,4812390,CADDO MILLS ISD,799,95
TEXAS,48,4812420,CALALLEN ISD,2126,94
TEXAS,48,4812460,CALDWELL ISD,954,88
TEXAS,48,4812480,CALHOUN COUNTY,2159,88
TEXAS,48,4812510,CALLISBURG ISD,595,88
TEXAS,48,4812540,CALVERT ISD,75,72
TEXAS,48,4812640,CAMERON ISD,793,89
TEXAS,48,4812660,CAMPBELL ISD,191,87
TEXAS,48,4812700,CANADIAN ISD,439,95
TEXAS,48,4812750,CANTON ISD,1084,95
TEXAS,48,4812780,CANUTILLO ISD,3040,85
TEXAS,48,4812810,CANYON ISD,4901,93
TEXAS,48,4812870,CARLISLE ISD,352,83
TEXAS,48,4812990,CARRIZO SPRINGS CISD,1187,79
TEXAS,48,4813020,CARROLL ISD,4247,99
TEXAS,48,4813050,CARROLLTON-FARMERS BRANCH ISD,13005,91
TEXAS,48,4813110,CARTHAGE ISD,1451,88
TEXAS,48,4813170,CASTLEBERRY ISD,1957,84
TEXAS,48,4813200,CAYUGA ISD,313,95
TEXAS,48,4813230,CEDAR HILL ISD,4278,88
TEXAS,48,4813260,CELESTE ISD,249,95
TEXAS,48,4813290,CELINA ISD,1066,93
TEXAS,48,4813320,CENTER ISD,1270,84
TEXAS,48,4813350,CENTER POINT ISD,310,87
TEXAS,48,4813380,CENTERVILLE ISD,68,87
TEXAS,48,4813410,CENTERVILLE ISD,362,83
TEXAS,48,4813440,CENTRAL HEIGHTS ISD,557,91
TEXAS,48,4813500,CENTRAL ISD,812,90
TEXAS,48,4813530,LUMBERTON ISD,2067,93
TEXAS,48,4813590,CHANNELVIEW ISD,4408,87
TEXAS,48,4813620,CHANNING ISD,97,87
TEXAS,48,4813650,CHAPEL HILL ISD,1760,85
TEXAS,48,4813680,CHAPEL HILL ISD,473,94
TEXAS,48,4813710,CHARLOTTE ISD,272,69
TEXAS,48,4813740,CHEROKEE ISD,63,77
TEXAS,48,4813770,CHESTER ISD,103,87
TEXAS,48,4813800,CHICO ISD,308,90
TEXAS,48,4813860,CHILDRESS ISD,577,89
TEXAS,48,4813890,CHILLICOTHE ISD,107,92
TEXAS,48,4813920,CHILTON ISD,264,87
TEXAS,48,4813960,CHINA SPRING ISD,1330,95
TEXAS,48,4813980,CHIRENO ISD,191,87
TEXAS,48,4814010,CHRISTOVAL ISD,243,93
TEXAS,48,4814070,CISCO ISD,438,95
TEXAS,48,4814130,CITY VIEW ISD,496,93
TEXAS,48,4814160,CLARENDON ISD,232,94
TEXAS,48,4814190,CLARKSVILLE ISD,329,74
TEXAS,48,4814250,CLAUDE ISD,196,95
TEXAS,48,4814280,CLEAR CREEK ISD,20363,95
TEXAS,48,4814310,CLEBURNE ISD,3416,85
TEXAS,48,4814370,CLEVELAND ISD,1893,80
TEXAS,48,4814400,CLIFTON ISD,565,88
TEXAS,48,4814430,CLINT ISD,5872,85
TEXAS,48,4814450,CLYDE CISD,788,90
TEXAS,48,4814490,COAHOMA ISD,425,90
TEXAS,48,4814520,COLDSPRING-OAKHURST CISD,814,82
TEXAS,48,4814550,COLEMAN ISD,459,85
TEXAS,48,4814580,COLLINSVILLE ISD,288,90
TEXAS,48,4814600,COLMESNEIL ISD,232,93
TEXAS,48,4814640,COLORADO ISD,517,88
TEXAS,48,4814670,COLUMBIA-BRAZORIA ISD,1556,84
TEXAS,48,4814700,COLUMBUS ISD,770,81
TEXAS,48,4814730,COMAL ISD,9566,94
TEXAS,48,4814760,COMANCHE ISD,619,94
TEXAS,48,4814790,COMFORT ISD,568,89
TEXAS,48,4814820,COMMERCE ISD,821,81
TEXAS,48,4814850,COMMUNITY ISD,884,90
TEXAS,48,4814880,COMO-PICKTON CISD,379,93
TEXAS,48,4814920,COMSTOCK ISD,123,92
TEXAS,48,4814970,CONNALLY ISD,1202,79
TEXAS,48,4815000,CONROE ISD,27330,93
TEXAS,48,4815120,COOLIDGE ISD,162,87
TEXAS,48,4815150,COOPER ISD,388,85
TEXAS,48,4815180,LUBBOCK-COOPER ISD,2256,94
TEXAS,48,4815210,COPPELL ISD,5745,97
TEXAS,48,4815240,COPPERAS COVE ISD,3914,91
TEXAS,48,4815270,CORPUS CHRISTI ISD,20093,86
TEXAS,48,4815300,CORRIGAN-CAMDEN ISD,502,84
TEXAS,48,4815330,CORSICANA ISD,2937,88
TEXAS,48,4815360,COTTON CENTER ISD,69,95
TEXAS,48,4815400,COTULLA ISD,597,76
TEXAS,48,4815420,COUPLAND ISD,82,95
TEXAS,48,4815480,COVINGTON ISD,121,92
TEXAS,48,4815510,CRANDALL ISD,1608,94
TEXAS,48,4815540,CRANE ISD,523,86
TEXAS,48,4815570,CRANFILLS GAP ISD,49,74.5
TEXAS,48,4815600,CRAWFORD ISD,335,99
TEXAS,48,4815690,CROCKETT COUNTY,389,84
TEXAS,48,4815720,CROCKETT ISD,624,76
TEXAS,48,4815750,CROSBY ISD,2619,88
TEXAS,48,4815810,CROSS PLAINS ISD,175,92
TEXAS,48,4815840,CROSS ROADS ISD,342,93
TEXAS,48,4815870,CROWELL ISD,102,87
TEXAS,48,4815910,CROWLEY ISD,7875,84
TEXAS,48,4815930,CRYSTAL CITY ISD,998,72
TEXAS,48,4815960,CUERO ISD,1007,84
TEXAS,48,4815990,CULBERSON COUNTY,235,83
TEXAS,48,4816020,CUMBY ISD,197,87
TEXAS,48,4816080,CUSHING ISD,238,93
TEXAS,48,4816110,CYPRESS-FAIRBANKS ISD,56286,93
TEXAS,48,4816140,D'HANIS ISD,179,87
TEXAS,48,4816180,DAINGERFIELD-LONE STAR ISD,575,86
TEXAS,48,4816200,DALHART ISD,881,83
TEXAS,48,4816230,DALLAS ISD,77671,82
TEXAS,48,4816260,DAMON ISD,108,82
TEXAS,48,4816290,DANBURY ISD,408,90
TEXAS,48,4816320,DARROUZETT ISD,74,87
TEXAS,48,4816350,DAWSON ISD,77,95
TEXAS,48,4816380,DAWSON ISD,232,90
TEXAS,48,4816410,DAYTON ISD,2637,85
TEXAS,48,4816440,DE LEON ISD,315,88
TEXAS,48,4816500,DECATUR ISD,1609,87
TEXAS,48,4816530,DEER PARK ISD,6900,93
TEXAS,48,4816570,DEKALB ISD,383,88
TEXAS,48,4816620,DEL VALLE ISD,5660,81
TEXAS,48,4816650,DELL CITY ISD,40,74.5
TEXAS,48,4816710,DENISON ISD,2269,91
TEXAS,48,4816740,DENTON ISD,12935,93
TEXAS,48,4816770,DENVER CITY ISD,815,91
TEXAS,48,4816860,DESOTO ISD,4806,87
TEXAS,48,4816890,DETROIT ISD,260,84
TEXAS,48,4816920,DEVERS ISD,94,95
TEXAS,48,4816950,DEVINE ISD,1000,86
TEXAS,48,4816980,DEW ISD,84,95
TEXAS,48,4817010,DEWEYVILLE ISD,344,88
TEXAS,48,4817040,DIBOLL ISD,944,89
TEXAS,48,4817070,DICKINSON ISD,4675,88
TEXAS,48,4817100,DILLEY ISD,498,77
TEXAS,48,4817130,DIME BOX ISD,93,82
TEXAS,48,4817160,DIMMITT ISD,580,83
TEXAS,48,4817190,DIVIDE ISD,5,70
TEXAS,48,4817280,DODD CITY ISD,165,95
TEXAS,48,4817390,DONNA ISD,7623,74
TEXAS,48,4817400,DOSS CONSOLIDATED CSD,11,50
TEXAS,48,4817460,DOUGLASS ISD,209,93
TEXAS,48,4817550,DRISCOLL ISD,182,87
TEXAS,48,4817580,DUBLIN ISD,635,82
TEXAS,48,4817610,DUMAS ISD,2182,83
TEXAS,48,4817640,DUNCANVILLE ISD,6968,89
TEXAS,48,4817700,EAGLE MT-SAGINAW ISD,9270,92
TEXAS,48,4817730,EAGLE PASS ISD,7634,87
TEXAS,48,4817760,EANES ISD,4226,99
TEXAS,48,4817790,EARLY ISD,677,94
TEXAS,48,4817830,EAST BERNARD ISD,557,96
TEXAS,48,4817850,EAST CENTRAL ISD,5012,84
TEXAS,48,4817880,EAST CHAMBERS ISD,693,87
TEXAS,48,4817960,EASTLAND ISD,605,91
TEXAS,48,4818000,ECTOR COUNTY,14825,81
TEXAS,48,4818030,ECTOR ISD,123,87
TEXAS,48,4818060,EDCOUCH-ELSA ISD,2699,80
TEXAS,48,4818070,EDEN CISD,127,92
TEXAS,48,4818120,EDGEWOOD ISD,499,93
TEXAS,48,4818150,EDGEWOOD ISD,5662,78
TEXAS,48,4818180,EDINBURG CISD,17195,87
TEXAS,48,4818210,EDNA ISD,716,82
TEXAS,48,4818280,EL CAMPO ISD,1806,84
TEXAS,48,4818300,EL PASO ISD,31416,87
TEXAS,48,4818330,ELECTRA ISD,236,90
TEXAS,48,4818360,ELGIN ISD,2055,84
TEXAS,48,4818390,ELKHART ISD,683,91
TEXAS,48,4818480,ELYSIAN FIELDS ISD,542,94
TEXAS,48,4818540,ENNIS ISD,3001,88
TEXAS,48,4818600,ERA ISD,233,95
TEXAS,48,4818660,ETOILE ISD,78,87
TEXAS,48,4818690,EULA ISD,182,87
TEXAS,48,4818720,EUSTACE ISD,768,92
TEXAS,48,4818750,EVADALE ISD,227,94
TEXAS,48,4818780,EVANT ISD,110,82
TEXAS,48,4818810,EVERMAN ISD,2731,86
TEXAS,48,4818840,EXCELSIOR ISD,57,84.5
TEXAS,48,4818890,EZZELL ISD,43,90
TEXAS,48,4818900,FABENS ISD,1248,81
TEXAS,48,4818940,FAIRFIELD ISD,921,93
TEXAS,48,4819020,FALLS CITY ISD,201,99
TEXAS,48,4819050,FANNINDEL ISD,87,77
TEXAS,48,4819080,FARMERSVILLE ISD,786,92
TEXAS,48,4819110,FARWELL ISD,322,90
TEXAS,48,4819140,FAYETTEVILLE ISD,112,95
TEXAS,48,4819170,FERRIS ISD,1206,84
TEXAS,48,4819280,FLATONIA ISD,292,93
TEXAS,48,4819320,FLORENCE ISD,508,91
TEXAS,48,4819350,FLORESVILLE ISD,1969,87
TEXAS,48,4819380,FLOUR BLUFF ISD,3021,92
TEXAS,48,4819440,FLOYDADA ISD,403,85
TEXAS,48,4819500,FOLLETT ISD,79,92
TEXAS,48,4819530,FORESTBURG ISD,117,92
TEXAS,48,4819560,FORNEY ISD,4584,95
TEXAS,48,4819620,FORSAN ISD,371,96
TEXAS,48,4819650,FORT BEND ISD,36607,93
TEXAS,48,4819700,FORT WORTH ISD,41480,82
TEXAS,48,4819740,FRANKLIN ISD,526,96
TEXAS,48,4819770,FRANKSTON ISD,391,94
TEXAS,48,4819820,FREER ISD,420,76
TEXAS,48,4819830,FRENSHIP ISD,4145,95
TEXAS,48,4819840,FREDERICKSBURG ISD,1503,93
TEXAS,48,4819950,FRIENDSWOOD ISD,3345,97
TEXAS,48,4819980,FRIONA ISD,603,86
TEXAS,48,4820010,FRISCO ISD,21701,98
TEXAS,48,4820040,FROST ISD,182,87
TEXAS,48,4820070,FRUITVALE ISD,200,92
TEXAS,48,4820100,FT DAVIS ISD,139,92
TEXAS,48,4820130,FT HANCOCK ISD,264,80
TEXAS,48,4820160,FT SAM HOUSTON ISD,789,91
TEXAS,48,4820190,FORT STOCKTON ISD,1186,84
TEXAS,48,4820220,GAINESVILLE ISD,1404,82
TEXAS,48,4820250,GALENA PARK ISD,10909,90
TEXAS,48,4820280,GALVESTON ISD,3022,84
TEXAS,48,4820310,GANADO ISD,355,88
TEXAS,48,4820340,GARLAND ISD,29806,91
TEXAS,48,4820370,GARNER ISD,105,92
TEXAS,48,4820400,GARRISON ISD,400,94
TEXAS,48,4820460,GARY ISD,188,92
TEXAS,48,4820500,GATESVILLE ISD,1540,89
TEXAS,48,4820520,GAUSE ISD,114,87
TEXAS,48,4820550,GEORGE WEST ISD,595,94
TEXAS,48,4820600,GEORGETOWN ISD,5458,92
TEXAS,48,4820610,GHOLSON ISD,100,87
TEXAS,48,4820640,GIDDINGS ISD,931,84
TEXAS,48,4820700,GILMER ISD,1235,87
TEXAS,48,4820760,GLADEWATER ISD,981,89
TEXAS,48,4820790,GLASSCOCK COUNTY,145,92
TEXAS,48,4820850,GLEN ROSE ISD,864,94
TEXAS,48,4820960,GODLEY ISD,904,88
TEXAS,48,4820970,GOLD BURG ISD,53,74.5
TEXAS,48,4821000,GOLDTHWAITE ISD,302,94
TEXAS,48,4821030,GOLIAD ISD,723,87
TEXAS,48,4821060,GONZALES ISD,1349,89
TEXAS,48,4821090,GOODRICH ISD,115,77
TEXAS,48,4821150,GOOSE CREEK CISD,11189,88
TEXAS,48,4821180,GORDON ISD,110,92
TEXAS,48,4821270,GORMAN ISD,169,92
TEXAS,48,4821300,GRADY ISD,116,92
TEXAS,48,4821330,GRAFORD ISD,155,87
TEXAS,48,4821360,GRAHAM ISD,1354,85
TEXAS,48,4821390,GRANBURY ISD,3397,93
TEXAS,48,4821420,GRAND PRAIRIE ISD,13587,88
TEXAS,48,4821450,GRAND SALINE ISD,580,84
TEXAS,48,4821480,GRANDFALLS-ROYALTY ISD,63,72
TEXAS,48,4821540,GRANDVIEW ISD,600,93
TEXAS,48,4821560,GRANDVIEW-HOPKINS ISD,26,80
TEXAS,48,4821590,GRANGER ISD,229,90
TEXAS,48,4821600,GRAPE CREEK ISD,544,82
TEXAS,48,4821630,GRAPELAND ISD,261,81
TEXAS,48,4821660,GRAPEVINE-COLLEYVILLE ISD,7138,95
TEXAS,48,4821720,GREENVILLE ISD,2399,85
TEXAS,48,4821750,GREENWOOD ISD,937,88
TEXAS,48,4821780,GREGORY-PORTLAND ISD,2384,92
TEXAS,48,4821810,GROESBECK ISD,817,85
TEXAS,48,4821840,GROOM ISD,71,92
TEXAS,48,4821900,GROVETON ISD,395,88
TEXAS,48,4821930,GRUVER ISD,184,95
TEXAS,48,4821960,GUNTER ISD,399,99
TEXAS,48,4821990,GUSTINE ISD,125,77
TEXAS,48,4822020,GUTHRIE CSD,60,90
TEXAS,48,4822050,HALE CENTER ISD,339,91
TEXAS,48,4822120,HALLETTSVILLE ISD,467,89
TEXAS,48,4822140,HALLSBURG ISD,61,95
TEXAS,48,4822170,HALLSVILLE ISD,2348,93
TEXAS,48,4822230,HAMILTON ISD,396,92
TEXAS,48,4822260,HAMLIN ISD,263,89
TEXAS,48,4822320,HAMSHIRE-FANNETT ISD,911,95
TEXAS,48,4822350,HAPPY ISD,127,95
TEXAS,48,4822380,HARDIN ISD,616,88
TEXAS,48,4822410,HARDIN-JEFFERSON ISD,1061,91
TEXAS,48,4822470,HARLANDALE ISD,7237,83
TEXAS,48,4822500,HARLETON ISD,399,95
TEXAS,48,4822530,HARLINGEN CISD,9467,85
TEXAS,48,4822560,HARMONY ISD,541,92
TEXAS,48,4822590,HARPER ISD,298,98
TEXAS,48,4822620,HARROLD ISD,50,84.5
TEXAS,48,4822650,HART ISD,145,72
TEXAS,48,4822680,HARTLEY ISD,93,92
TEXAS,48,4822710,HARTS BLUFF ISD,278,93
TEXAS,48,4822740,HASKELL CISD,316,87
TEXAS,48,4822770,HAWKINS ISD,419,83
TEXAS,48,4822800,HAWLEY ISD,371,89
TEXAS,48,4822830,HEARNE ISD,454,70
TEXAS,48,4822850,HEDLEY ISD,59,90
TEXAS,48,4822890,HEMPHILL ISD,488,89
TEXAS,48,4822920,HEMPSTEAD ISD,746,83
TEXAS,48,4822970,HENDERSON ISD,1707,90
TEXAS,48,4822980,HENRIETTA ISD,482,92
TEXAS,48,4823010,HEREFORD ISD,1992,84
TEXAS,48,4823040,HERMLEIGH ISD,125,82
TEXAS,48,4823070,HICO ISD,279,90
TEXAS,48,4823100,HIDALGO ISD,1606,77
TEXAS,48,4823140,HIGGINS ISD,64,82
TEXAS,48,4823160,HIGH ISLAND ISD,75,92
TEXAS,48,4823190,HIGHLAND ISD,120,95
TEXAS,48,4823250,HIGHLAND PARK ISD,3654,99
TEXAS,48,4823280,HILLSBORO ISD,939,88
TEXAS,48,4823310,HITCHCOCK ISD,622,81
TEXAS,48,4823370,HOLLAND ISD,324,91
TEXAS,48,4823400,HOLLIDAY ISD,477,94
TEXAS,48,4823430,HONDO ISD,1146,86
TEXAS,48,4823460,HONEY GROVE ISD,288,79
TEXAS,48,4823490,HOOKS ISD,449,94
TEXAS,48,4823640,HOUSTON ISD,96155,85
TEXAS,48,4823670,HOWE ISD,529,95
TEXAS,48,4823700,HUBBARD ISD,48,90
TEXAS,48,4823730,HUBBARD ISD,195,92
TEXAS,48,4823760,HUCKABAY ISD,108,92
TEXAS,48,4823790,HUDSON ISD,1446,93
TEXAS,48,4823820,HUFFMAN ISD,1736,91
TEXAS,48,4823850,HUGHES SPRINGS ISD,591,91
TEXAS,48,4823880,HULL-DAISETTA ISD,259,81
TEXAS,48,4823910,HUMBLE ISD,18916,93
TEXAS,48,4823970,HUNT ISD,118,92
TEXAS,48,4824000,HUNTINGTON ISD,939,87
TEXAS,48,4824030,HUNTSVILLE ISD,3093,86
TEXAS,48,4824060,HURST-EULESS-BEDFORD ISD,10901,95
TEXAS,48,4824100,HUTTO ISD,2928,89
TEXAS,48,4824120,IDALOU ISD,489,92
TEXAS,48,4824150,INDUSTRIAL ISD,617,95
TEXAS,48,4824180,INGLESIDE ISD,1151,89
TEXAS,48,4824210,INGRAM ISD,472,81
TEXAS,48,4824240,IOLA ISD,258,93
TEXAS,48,4824260,IOWA PARK CISD,906,92
TEXAS,48,4824300,IRA ISD,150,92
TEXAS,48,4824330,IRAAN-SHEFFIELD ISD,244,89
TEXAS,48,4824360,IREDELL ISD,69,87
TEXAS,48,4824420,IRVING ISD,17097,83
TEXAS,48,4824450,ITALY ISD,303,91
TEXAS,48,4824480,ITASCA ISD,388,92
TEXAS,48,4824530,JACKSBORO ISD,514,91
TEXAS,48,4824590,JACKSONVILLE ISD,2474,90
TEXAS,48,4824600,JARRELL ISD,504,89
TEXAS,48,4824630,JASPER ISD,1375,88
TEXAS,48,4824660,JAYTON-GIRARD ISD,86,92
TEXAS,48,4824730,JEFFERSON ISD,621,86
TEXAS,48,4824750,JIM HOGG COUNTY,556,81
TEXAS,48,4824780,JIM NED CISD,557,96
TEXAS,48,4824810,JOAQUIN ISD,388,95
TEXAS,48,4824840,JOHNSON CITY ISD,411,91
TEXAS,48,4824900,JONESBORO ISD,78,82
TEXAS,48,4824930,JOSHUA ISD,2543,92
TEXAS,48,4824960,JOURDANTON ISD,801,88
TEXAS,48,4824990,JUDSON ISD,11614,87
TEXAS,48,4825020,JUNCTION ISD,346,92
TEXAS,48,4825110,KARNACK ISD,80,77
TEXAS,48,4825140,KARNES CITY ISD,521,92
TEXAS,48,4825170,KATY ISD,32819,96
TEXAS,48,4825200,KAUFMAN ISD,1929,90
TEXAS,48,4825230,KEENE ISD,433,88
TEXAS,48,4825260,KELLER ISD,18001,96
TEXAS,48,4825290,KELTON ISD,75,92
TEXAS,48,4825320,KEMP ISD,767,83
TEXAS,48,4825410,KENEDY COUNTY WIDE,38,84.5
TEXAS,48,4825440,KENEDY ISD,323,82
TEXAS,48,4825470,KENNARD ISD,152,82
TEXAS,48,4825500,KENNEDALE ISD,1663,91
TEXAS,48,4825530,KERENS ISD,333,85
TEXAS,48,4825560,KERMIT ISD,658,73
TEXAS,48,4825590,KERRVILLE ISD,2415,93
TEXAS,48,4825620,KILGORE ISD,1994,85
TEXAS,48,4825660,KILLEEN ISD,19983,89
TEXAS,48,4825680,KINGSVILLE ISD,1787,77
TEXAS,48,4825710,KIRBYVILLE CISD,737,88
TEXAS,48,4825740,KLEIN ISD,24017,93
TEXAS,48,4825790,KLONDIKE ISD,115,95
TEXAS,48,4825800,KNIPPA ISD,157,92
TEXAS,48,4825870,KNOX CITY-O'BRIEN CISD,144,82
TEXAS,48,4825890,KOPPERL ISD,125,92
TEXAS,48,4825920,KOUNTZE ISD,716,85
TEXAS,48,4825950,KRESS ISD,117,92
